"","Ind","Trial","Alt","Brand","Type","Price","Chosen"
"999",2417,8,3,"Godiva","Dark",1.1,1
"1000",2417,9,1,"Lindt","Dark",2.3,0
"1001",2417,9,2,"Godiva","Dark",1.7,1
"1002",2417,9,3,"Godiva","White",3.8,0
"1003",2417,10,1,"Lindt","Milk w Nuts",0.6,0
"1004",2417,10,2,"Godiva","Milk w Nuts",0.8,1
"1005",2417,10,3,"Hersheys","Dark",3.7,0
"1006",2417,11,1,"Godiva","Milk",1.6,0
"1007",2417,11,2,"Dove","White",0.7,0
"1008",2417,11,3,"Hersheys","Dark w Nuts",1.2,1
"1009",2417,12,1,"Godiva","Dark w Nuts",1.1,1
"1010",2417,12,2,"Dove","Dark w Nuts",0.8,0
"1011",2417,12,3,"Lindt","Dark",3.7,0
"1012",2417,13,1,"Dove","Milk",3,0
"1013",2417,13,2,"Lindt","White",0.8,1
"1014",2417,13,3,"Godiva","White",1.9,0
"1015",2417,14,1,"Lindt","Dark w Nuts",0.6,1
"1016",2417,14,2,"Dove","Milk",3.5,0
"1017",2417,14,3,"Dove","Milk w Nuts",1.9,0
"1018",2417,15,1,"Godiva","Dark",3.7,0
"1019",2417,15,2,"Ghirardelli","Dark",1.5,1
"1020",2417,15,3,"Dove","Dark",1.6,0
"1021",2417,16,1,"Hersheys","Milk w Nuts",0.5,1
"1022",2417,16,2,"Dove","Milk",3.8,0
"1023",2417,16,3,"Dove","Dark w Nuts",3.7,0
"1024",2417,17,1,"Dove","Milk",3.9,0
"1025",2417,17,2,"Dove","Milk w Nuts",1.2,1
"1026",2417,17,3,"Lindt","Milk w Nuts",0.5,0
"1027",2417,18,1,"Godiva","Milk w Nuts",2.8,0
"1028",2417,18,2,"Lindt","Milk",2.7,1
"1029",2417,18,3,"Godiva","White",2.6,0
"1030",2417,19,1,"Hersheys","Milk",3.7,0
"1031",2417,19,2,"Dove","Dark w Nuts",4,0
"1032",2417,19,3,"Dove","Dark",2.8,1
"1033",2417,20,1,"Dove","Dark",0.7,1
"1034",2417,20,2,"Godiva","White",0.8,0
"1035",2417,20,3,"Hersheys","Dark",1.9,0
"1036",2417,21,1,"Ghirardelli","Milk w Nuts",0.8,1
"1037",2417,21,2,"Hersheys","Milk",3,0
"1038",2417,21,3,"Godiva","Milk w Nuts",2.4,0
"1039",2417,22,1,"Godiva","Dark",0.9,1
"1040",2417,22,2,"Dove","Milk w Nuts",3.4,0
"1041",2417,22,3,"Hersheys","Dark w Nuts",3.4,0
"1042",2417,23,1,"Godiva","Dark w Nuts",0.6,1
"1043",2417,23,2,"Dove","White",1.8,0
"1044",2417,23,3,"Dove","Dark",3.4,0
"1045",2417,24,1,"Hersheys","Dark w Nuts",3.6,0
"1046",2417,24,2,"Godiva","Milk w Nuts",3.2,0
"1047",2417,24,3,"Ghirardelli","Milk w Nuts",1.4,1
"1048",2417,25,1,"Lindt","White",1.1,0
"1049",2417,25,2,"Ghirardelli","White",0.8,0
"1050",2417,25,3,"Lindt","Milk",2,1
